"city","description","neighbourhood_cleansed"
"London","Stay at Herbal Hill Studios, just steps from Farringdon Station. Our prime location offers easy access to the West End & the City of London. <br /> Enjoy a 24-hour reception, onsite gym, and laundry facilities, all maintained by our dedicated onsite housekeeping team. <br /> Relax in one of our 50 studio flats, each with a private kitchen, bathroom, and all essentials. We offer large, medium, and small studios, perfect for travel or business. Experience convenience and comfort at Herbal Hill Studios.","Camden"
"London","The whole group will enjoy easy access to everything from this centrally located place.","Enfield"
"London","This beautiful and spacious room is available for 2 people, It's very well located in the Heart of Wimbledon. The house has 5 bedrooms, 3 full bathrooms, washing machine, dry machine and very nice and friendly people. Plenty of restaurantes and parks are available just 5 min from the property. Be our guest and welcome!","Wandsworth"
"London","Forget your worries in this spacious and serene space.<br />Spacious double room, with a working space, suitable for your needs. <br /><br />Next door shared Bathroom.<br />Shared kitchen and garden.<br /><br />5-7 min walking distance to bus stops, food stores and restaurants.<br /><br />Private free parking space. <br /><br />Property is located in a safe and friendly neighborhood, with a big park nearby.<br /><br />Self check-in available.<br /><br />looking forward to have you !","Barnet"
"London","These short-stay apartments are the perfect option for anyone on the look for temporary accommodation. This property has 9 apartments. The apartments are from studios to two-bedroom apartments. The apartments are beautifully decorated and furnished.<br /><br />The apartments have modern kitchens, a television set, alongside high-speed internet, towels, bed linens and a weekly cleaning service, to make your stay comfortable and trouble free.<br /><br />Located within 10 minutes walking distance from East Croydon Sta","Croydon"
"London","Amazing 1 bdrm flat with gorgeous private terrace in famous St. George's Fields.<br /><br />The best location to experience London: 5 min walk to Marble Arch tube station, 2 min walk to Hyde Park, 20 min walk to Oxford Circus.<br /><br />Described as an “oasis in Central London”, St. George’s Fields is a gated low density housing concept designed for convenient city living, has it's own private garden and is located right across Hyde Park.","Westminster"
"London","2 double bedrooms, 2 bathrooms - stylish modern flat in the trendy Olympics Athletes village, London. Available Aug 19–Sept 15 (flexible dates). South-facing with natural light, decor, plants, full kitchen, Wi-Fi, WFH standing desk, and living space. Ideal for couples, friends, or solo guests. Less than 20 mins to central London. Close to Westfield, parks, gyms, cafés, and supermarkets. Looking for a reliable guest. Message for details or tour.","Newham"
"London","Very spacious double bedroom with ensuite bathroom, on its own floor in top-modern townhouse located in Marylebone (central London). Located right next to Marylebone station and London Business School, and just minutes away from Baker Street and Regents Park. The room has a king size bed and lots of storage space. Including access to a large living room area, top-modern kitchen and a private terrace. Please let us know if you have any questions or want to view the apartment before booking.","Westminster"
"London","2 single beds which can be either set up as a double with the beds pushed together  or Twin Room at the bottom of the Garden with its own shower room. <br /><br />The bathroom has a shower, toilet and sink.<br />There is a freeview TV. <br />In the room is a Fridge, Microwave,  toaster and kettle with tea and coffee provided. There is underfloor heating. WIFI is available. <br />You will need to walk through the house to get to the Garden room.","Wandsworth"
"London","- 7 Min Walk to Pimlico Station (Access to Victoria Line)<br /><br />- 12 Min Walk to Victoria Station <br /><br />- 3 Min Walk to Bus No.24 which Runs 24h to Lots of Main Attractions: <br />Westminster, Big Ben, London Eye, Horse Guards Parade, Trafalgar Square, The National Gallery,  China Town, Soho, British Museum...etc<br /><br />- Night Buses and 24-Hour Tube Service on Weekend<br /><br />- Self Check-In<br /><br />- Please Check 『Other Things To Note』& 『House Rules』Section","Westminster"
"London","Beautiful and spacious 2 bedroom apartment located in the heart of Zone 1. <br />2 min walk from elephant and castle tube station.","Southwark"
"London","This three-bedroom, three-bathroom property is located in the prestigious Queen's Gate area of London, in South Kensington. The residence offers a blend of modern luxury and classic charm, featuring spacious living areas and elegant finishes throughout. Each bedroom is generously sized, providing ample comfort and privacy. The  property is close to Hyde Park, world-renowned museums, and excellent transport links, making it an ideal choice for sophisticated urban living.","Kensington and Chelsea"
"London","This unique place has a style all its own.","Tower Hamlets"
"London","A large bedroom in Bayswater, a very lively location surrounded with cafés and restaurants, 4 Tube stations nearby within 5 mins walk, Bus stop in 2 mins walk, Grocery store in 2 mins walk, Central London by train 10mins, 10mins walk to Nottinghill Gate/Portbello Road","Westminster"
"London","A beautifully decorated 4 bedrooms house with garden. The house is situated in very trendy area but in a residential street. Very close to many cafes, bars, restaurants, parks and Sunday market.  Close to bus stops and easy to go to central London with overground. Perfect for a family with 3 chidrens or 4 independent people.","Hackney"
"London","Bright, spacious one-bed with self check-in, fast Wi-Fi and a friendly, responsive host.<br /><br />Ideal for one or two adults seeking a quiet, comfortable stay in central London. Full privacy with your own entrance and no shared areas.<br /><br />20 minutes’ walk to Tower Bridge, with London Bridge, Bermondsey and Borough tube stations nearby, plus Bermondsey Street cafés, bars and shops on your doorstep. Strictly no smoking or parties.","Southwark"
"London","One Bedroom Deluxe Suite is the perfect option when seeking a separation between sleeping and living areas. At 74-76sqm it is larger than our One Bedroom Suite and features views over Mayfair or of our stunning seven storey Atrium. Perfect for a longer stay or when traveling as a couple, its contemporary design will please your aesthetic side as you relax or work in the lounge or at the dining table. Daily maid service and complimentary welcome hamper complete your stay.","Westminster"
"London","Enjoy all that London has to offer from this large, tastefully decorated studio apartment, capable of hosting up to two people. <br />Only a 2-minute walk away from the nearest tube station (Swiss Cottage) and incredibly well-connected to the heart of London, the flat is only 10 minutes direct underground trip to Oxford Street.","Camden"
"London","Penthouse with two bedrooms, onebathroom and one WC in Zone 2. <br />Next to Arsenal Stadium (5 mins walk)<br />Enjoy family and  friends holidays.","Islington"
"London","Holland Park/Notting Hill. Guests have access to the large flat and beautiful conservatory that opens onto spectacular garden. Breakfast can be served in both (or in bed). Host is a chef and one of the perks is an invite to spontaneous fusion meal.","Hammersmith and Fulham"
"London","Welcome to our charming and spacious 3-bedroom house offering a perfect blend of modern comfort and traditional charm. Nestled in a tranquil residential neighborhood, this property provides an ideal retreat for families, groups, or individuals looking to explore the vibrant surroundings of Bexleyheath and beyond.","Bexley"
"London","Down a little cobbled alley through a garden courtyard you find the beautiful old stable. This has been converted into open plan studio accommodation. With a mezzanine level for the bed. Modern and simple deco, airy and light, this is a very peaceful and quiet space to be in. It feels like you have escaped to the country .. Perfect for a couple for a weekend getaway. Or has the potential to sleep 2 extra people if necessary.","Hackney"
"London","Relax with the whole family at this peaceful place to stay.","Barnet"
"London","A stylish, modern one bedroom apartment, well decorated on the 11th (top) floor with a breathtaking view of the river. <br /><br />The riverside with stunning views of the O2 is a 2 minute walk. Easy access to the O2 arena and the Excel centre via the DLR.<br /><br />Conveniently located in an exclusive private estate just 12 minutes on the DLR from central London and a lovely 15 minute walk by the marina into the centre of Canary Wharf!<br /><br />Nearest DLR stations are Blackwall and East India.<br /><br />Welcome!","Tower Hamlets"
"London","Enjoy the renowned and historic beauty of the Tower of London from one of the city’s most desirable locations. Our tower view, luxury two-bedroom apartments are perfect if you’re travelling as a couple or with children, and are looking to experience the capital city, in all its high-energy glory. orable visit when you stay in this unique place.<br /><br />The second bedroom can be set-up according to your preference; with either twin beds or a comfortable double bed.","City of London"
"London","Experience luxury near Kensington Palace in this elegant Property. Located in a prestigious neighbourhood, it features stylish interiors, a bright living area, modern kitchen, and comfortable bedroom. Enjoy high-speed Wi-Fi, premium amenities, and excellent transport links (Central, Circle and district Lines). Explore nearby Hyde Park, Marble Arch and Nottinghill Gate. Perfect for both leisure and business travelers. Secure entry, no pets, no smoking. Book now for a memorable stay.","Westminster"
"London","refurbished victorian house with clean white finishes and glass doors looking into secluded garden. house is over four floors with ensuite master bedroom, two living spaces, dining room and large open kitchen. ground floor toilet and washing room, two bathrooms with showers and ensuite also has bath. fibre optic wi fi, and sky TV with sports,  normal appliances including dishwasher etc. parking is directly outside house on street with parking permit","Richmond upon Thames"
"London","This private room has everything you need for a comfortable stay in Enfield. <br /><br />A spacious and stylish room that is ideal for solo travelers. It’s a great place to relax and unwind after exploring the city. <br /><br />The private room includes a shared fully equipped kitchen and bathroom, TV with Netflix, and wifi. A communal parking space.","Enfield"
"London","Lovely and Cosy apartment  located in Kilburn Zone 2 Right opposite Kilburn Hight Road over ground station and 3mn walk from Kilburn Park underground station. Fully Equipped Kitchen. Shower Room, social area and dining area and very fast Wifi . Linens & Towels provided. 15-20 minutes from Central London and all Tourist Attractions. Perfect for Couples, Business Travellers and Solo Adventurers.","Brent"
"London","This is our much-loved London home, shared while we’re away, so you’ll feel at home from the moment you arrive. In the heart of Dalston, yet quiet and peaceful, it’s just 1 min from Dalston Junction Station and 3 minutes from Dalston Kingsland. <br />Bright and stylish one bedroom flat with south-facing balcony, fully equipped kitchen, cozy bedroom with desk, living room with sofa-bed & smart TV, Wi-Fi, modern bathroom with tub/shower, washer/dryer & dishwasher, perfect for relaxing or exploring.","Hackney"
"London","Kick back and relax in this calm, stylish space. With spectacular views over central London, this deluxe one-bedroom apartment provides luxurious living space for business or leisure. The apartment has a fully fitted kitchen with modern Miele appliances as well as a Nespresso machine with capsules and takeaway cups. The bedroom includes a King-size bed dressed in high-quality linen and pillows, plenty of storage and the en-suite is stocked with complimentary toiletries from L’Occitane.","Kensington and Chelsea"
"London","Centrally located studio in a vibrant pub with live music nights. The studio is within walking distance to the new American embassy, the river Thames, Big Ben, London Eye, etc. There are 2 tube stations within 5 and 7 minutes walk, 24 hours buses on the doorstep a shared bicycle docking station a minute away as well as a massive supermarket 4 minutes from the flat. Please note that live music is played on a regular basis so if you are an early sleeper and not fan of fun nights think twice.","Lambeth"
"London","Nestled between Brondesbury and Kilburn, this chic apartment offers a peaceful escape from the tourist crowds. The vibrant sage and saffron decor creates a warm, inviting atmosphere. Relax on the plush sofa with a glass of wine or enjoy a home-cooked meal at the dining table. When you're not unwinding, explore the eclectic local dining scene. This cozy retreat is perfect for those seeking a balance of relaxation and the vibrant energy of London’s best neighborhoods.","Brent"
"London","Welcome to our Luxurious home- Canary Wharf Retreat - Available for long stays .<br /><br /> **This property includes One FREE allocated parking space**","Tower Hamlets"
"London","This 19th-century house is located in the heart of Highbury, next to Highbury Fields and Arsenal Stadium with excellent transport links to Central London.<br /><br />The house has 2 bedrooms (1 extra large), 2 bathrooms, abundant natural light and a sunny garden. The house is surrounded by great restaurants and is just moments away from the vibrant Upper Street in Islington. Located on a safe and quiet street, it is ideal for a family seeking proximity to Central London while enjoying local amenities.","Islington"
"London","A newly renovated 1 bedroom flat in Clapham with excellent and swift connections to the city centre, along with multiple vibrant areas within a few minutes walk.<br /><br />Exceptionally furnished with a patio out back for summer dining","Lambeth"
"London","CHECK IN FROM 7PM<br />NO COOKING IN KITCHEN, HEATING UP FINE<br />LUGGAGE STORAGE £5 EXTRA<br />BREAKFAST PROVIDED<br />ASK ABOUT AIRPORT DROP OFFS, PRINTING, DINNER<br /><br />My place is close to:<br /><br />Heathrow Airport (15 min drive, 20 min bus, 10 min train)<br />Hayes and Harlington station (10 min walk)<br />London Paddington station (20 min train)<br />Stockley Park (10 min drive)<br />M4 junction 3 (5 min drive)<br />Tesco<br />Asda<br /><br />You’ll love my place because of<br /><br />Warm welcome<br />Comfy room<br />Transport links<br />Parking onsite<br />Peaceful area<br />Back garden","Hillingdon"
"London","Spacious room in bright period flat - five min walk from Peckham Rye Park and Lordship Lane","Southwark"
"London","Welcome to our unique 1850s former pub lovingly restored with a considered, homely interior.   <br /><br />Our place is close to Tower Bridge, Tower of London and the Thames' riverside pubs. The historic Wilton's Music Hall and live gypsy jazz at Jamboree are a stone's throw. <br /><br />Ideally located for exploring the city just three minutes walk to Shadwell tube, two stops from buzzy Shoreditch and 20 minutes to central London. <br /><br />Good for aesthetes, couples, solo adventurers, business travellers and families.","Tower Hamlets"
"London","Indulge in unparalleled luxury at One Stay, featuring 18 elegant serviced apartments designed for comfort and convenience. Enjoy a range of amenities, including high-speed secure Wi-Fi, individual post boxes , and 24-hour CCTV surveillance.<br /><br />Studio 1 is a 'Studio' apartment providing an exquisite living experience, featuring approximately 200 sq ft of luxurious accommodation. Enjoy modern mood lighting, a fully equipped kitchenette, ensuite bathroom and a dedicated working/eating space.","Westminster"
"London","NO KITCHEN ACCESS <br />Very fast wifi<br />A very small cosy room.<br />The property is a charming 1930s house in a safe, quiet,  leafy area just 10 mins walk from Morden underground and takes is 25 mins to central London.  There are many cafes, restaurants, shops, 3 supermarkets  and a pub.  Wimbledon is a 20 min walk and has cafes, restaurants, supermarkets, a shopping centre, 2 cinemas and a theatre.<br />Free roadside parking 4pm to 10am Mon-Fri and free all weekend.  Private paid parking by request.","Merton"
"London","Indulge in the luxury of this stunning 3 bed 3.5 bath Mews House just minutes away from Hyde Park! This modern home is spread over 3 levels with underfloor heating and air conditioning throughout offering comfort in every area. Huge Open Plan living/kitchen/dining area with skylight features, 3 beds/3.5 baths( inc 2 en-suite) . Closest Tube stations: Bayswater & Queensway Stations are just a few minutes walk. Whole group will enjoy easy access to everything from this centrally located place.","Westminster"
"London","Castletown Apartments London  - Long Term and Serviced Apartments in West Kensington. <br /><br />We are fully residential building Long and Short term serviced apartments. <br /><br />Corporate clients and extended stays a specialty.<br /><br />Ideally located just minutes away from the underground station allowing easy access into Central London for work or play and easy access to all the main London attractions, our London serviced apartments ideal for long term and short term stays  close to Hammersmith, Earls Court","Hammersmith and Fulham"
"London","A comprehensively refurbished 3 bedroom family home located in the middle of Barnes Village, with a garden and BBQ area, equipped for all family needs. <br /><br />The house is a 5 minute from the beautiful duck pond and a minute walk from the luxurious independent Olympic Cinema and restaurant.<br /><br />Barnes is well-known as one of London’s most attractive green areas surrounded by the River Thames, c.35 minutes’ from the famous West End with  a range of independent cafes, pubs, restaurants and shops.","Richmond upon Thames"
"London","A lovely, newly refurbished one bedroom apartment set on the 16th floor of this highly regarded residential apartment building in Canary Wharf.<br />7 Minutes walk from Canary Wharf tube station (Jubilee Line) and 3 minutes walk from South Quay (DLR).<br /><br /><br />517 sq ft<br />16th floor (2 passenger lifts)<br />Fully fitted kitchen - Dishwasher, washer dryer, fridge-freezer, microwave, kettle, toaster.<br />Smart TV<br />Free wifi","Tower Hamlets"
"London","This is a great studio flat right next to the Dalston Kingsland Overground station, less then a min walking distance.<br /><br />10-15mins travelling distance from Central London. Dalston Kingsland station is couple of stops from Highbury&Islington which provides easy access thorough city.  <br /><br />The local area is very vibrant and lots supermarkets and dining places around.<br /><br />Hackney is a great local neighbourhood known for its great food, musicals & theatres and unmatched night life.","Hackney"
"London","A modern room in the heart of Kings Cross. Offering a double bed, smart TV, Wardrobe, chest of drawers, microwave, desk with chair, a private modern shower room and access onto a small balcony. Fast WiFi is also included. The room has its own front door with no shared facilities.<br />This room is ideally located within 4 minutes walk to Kings Cross Station and 10 minutes walk to Euston Station. This location makes London's tourist attractions very accessible either on foot or by public transport.","Camden"
"London","Large double room with bathroom in Sudbury, only 2 minutes away from Sudbury Town Station. Clean two-person bedroom with superking-size bed, white bedlinens and towels, iron and hair drier, shampoo/shower gel, high-speed wifi, with a fully-equipped kitchen.<br /><br />Amazing location close to Wembley Stadium, Wembley Arena, London Designer Outlet, close to pubs, restaurants, shops, buses. Ideal for travellers, couples, business, students, adventurers.","Ealing"
"London","Have fun with the whole family at this stylish place.","Tower Hamlets"
"London","Welcome to your private studio suite in Willesden Green, an ideal base for 2 guests. <br />Enjoy a private bathroom, free Wi-Fi, TV, dining table for two, and a kitchenette with microwave, fridge and hob for light meals.<br />For guests who prefer to cook more elaborate dishes, a fully equipped shared kitchen is available within the building. You’ll also have access to a shared laundry room, making longer stays hassle-free.<br />With excellent transport links nearby, central London is just minutes away.","Brent"
"London","Girls preferred.<br /><br />I'm new to Airbnb, my home is a newly built two bedroom flat -- comfortable bedroom and you will have your own bathroom as well. <br /><br />If you are concerned about one visit that's got cancelled the night before, unfortunately it's a system mistake, I can reassure it's not gonna happen to you if you stay in my flat. <br /><br />If you are concerned about there are not many reviews, it's because I just moved into the new home in September 2017. An empire doesn't get built overnight.","Croydon"
"London","Room for 2 in shared house, impressive large Edwardian property located on the corner of a main road with zone 2 bus stops, supermarket, pharmacy, gym and many other amenities on door step. Flexible, relaxed live out host who genuinely cares about guests being happy. Please message me now with any requests or concerns. Fully equipped house with Nespresso coffee, teas, breakfast items, cleaning products, fresh towels etc. Postcode SE17 2NJ please search You Tube 2a Merrow street for video tour!","Southwark"
"London","The Property offers free WiFi and an on-site pub offering home-made dishes. Waterloo mainline and Tube station is just a minute’s walk from the property.<br /><br />Each room at the property offers an en-suite shower room, flat-screen TV and tea/coffee making facilities.<br /><br />A varied breakfast menu is available each morning. Guests can also enjoy lunch and dinner on the premises, accompanied by traditional & cask ales, wines and premium lagers. Live sports events are screened in the hotel bar.","Lambeth"
"London","Experience London from this stylish 2-bedroom flat in Hammersmith, ideal for business trips, couples, or small families. Guests love the area for its local charm, great restaurants, and easy access to iconic spots like Westfield London, Olympia, and Shepherd’s Bush Market. Stroll to the Design Museum, Holland Park, or Hammersmith Apollo for live events. Excellent transport links via Goldhawk Road and Shepherd’s Bush stations make it easy to explore central London and beyond.","Hammersmith and Fulham"
"London","In the Camden district of London, close to King's Cross St Pancras and Camden Town Tube Station this Flat features a garden. The property is a 8-minute walk from the Camden Market and has free Wifi. The apartment a one bedroom, with an open-plan living room and a bathroom.<br /><br />***Guest Notice***<br />The Garden has Fridge Condensers which makes noise<br /><br />Parking over the weekends are free. Mon-Fri between 08:30-18:30 parking is available on the App ""JustPark"" by quoting Location ID 13490","Camden"
"London","Welcome to your London duplex retreat - ideal for families, friends & longer stays in a sought-after neighborhood:<br /><br />- Sleeps 6 | 3 bedrooms | 3 beds | 2.5 baths<br />- Split-level layout w/ private entrance & bright living space<br />- Fully equipped kitchen w/ Nespresso, wine glasses & trash compactor<br />- Family-ready: crib, outlet covers, pack ’n play & high chair (on request)<br />- Central heating & AC plus portable fans<br />- In-unit washer & dryer for extended stays","Westminster"
"London","This 1-bedroom apartment is situated on the first floor of the building, just a few minutes' walk from Paddington Station.<br /><br />The apartment comes equipped with a 4-in-1 coffee machine, with a welcome offering of coffee pods, toiletries, washing tablets and toilet roll.<br /><br />The journey time from Heathrow is only 25 minutes by train on the Elizabeth Line.","Westminster"
"London","Hello! A lovely, bright spare room is available in my top floor flat. Close proximity to the beautiful Clissold Park and 8-10min walk from Arsenal or Finsbury Park tubes as well as being near to the vibrant Upper St in Islington/Angel.","Hackney"
"London","Newly Refurbished Spacious Loft in Mill Hill with Private entrance and bathroom. There is a shared entrance with another apartment on a lower floor.<br /><br />Smoking is strictly prohibited at this property.","Barnet"
"London","Our beautiful Victorian cottage is entirely separate from the main house although shares a drive way.it is peaceful, quiet and restful yet the bus stop outside will take you directly into Kingston (10mins) or Putney (15mins) .From the back bedroom you have a view over into Richmond Park which is a 5 minute walk away. The amenities of Hampton Court, Wimbledon tennis and historic Kingston upon Thames are all within easy reach and yet you will feel hidden away in a quiet , harmonious hideaway.","Kingston upon Thames"
"London","Experience London at Its Finest! <br />Welcome to my residence nestled in the heart of the city's vibrant shopping and theatre district! Moments from Mayfair, Piccadilly Circus, Covent Garden and the River Thames,  this location offers a perfect blend of cultural charm and cosmopolitan flair. With 1600 sqf of tastefully appointed space, my apartment offers comfort and modern elegance for families and couples . Enjoy an AC chilled open-plan living & dining area, designed to relax and indulge","Westminster"
"London","Cozy private room in Barking, East London. Just a short walk to Barking Station with quick links to Stratford, Canary Wharf, the City, and Central London. The room includes a comfortable bed, wardrobe, desk, and fast Wi-Fi. Guests share a modern bathroom, dining area, and fully equipped kitchen. Nearby you’ll find supermarkets, shops, cafés, and local restaurants. Perfect for solo travelers, students, or professionals seeking an affordable stay with excellent transport connections.","Barking and Dagenham"
"London","The whole group will enjoy easy access to everything from this centrally located place.","Westminster"
"London","A modern one bedroom serviced apartment located just off Ludgate Hill, near to St Paul's Cathedral in the City of London. The apartments are located in a cobbled, pedestrian street that leads between Ludgate Hill and Carter Lane and is away from the main hustle and bustle of the City of London but within a short distance of many local amenities.","City of London"
"London","My place is ideally situated in the iconic Chelsea neighbourhood, just minutes a away from Central London and surrounded by authentic pubs and amazing restaurants.<br /><br />The spacious living room is ideal for relaxing after a day of exploring London. There are two quiet and calm double bedrooms as well as two bathrooms. Enjoy a cup of coffee on the spectacular terrace!<br /><br />Fulham Broadway Station is just a short walk away and there are a number of buses that can take you to any part of the city.","Kensington and Chelsea"
"London","Keep it simple at this peaceful and centrally-located place.","Lambeth"
"London","Stay in heart if London! Just 5 mins from London Eye, with top attractions, dining and transport at your doorstep. A stylish, comfy stay awaits","Southwark"
"London","Our welcoming flat is located in Tooting, London.  This has just been nominated by the Lonely Planet as one of the top ten coolest neighbourhoods in the world.  You will have your own entrance, bathroom, kitchen, double bedroom, and lounge with a double sofa bed.  Tooting is famous for its curries, and more recently its gastro pubs and cafes.  We are a 5-6 minutes walk to Tooting Bec tube station, where you can reach central London in 20 minutes, and is serviced by the night tube (Fri/Sat).","Wandsworth"
"London","Close to several good pubs, 7 mins from the river, easy for shopping at Westfield or High Street Kensington and access to central London in 20 mins via a choice of two tube lines.. you’ll love this quirky and comfortable flat. It works well for couples or solo adventurers, and kids can sleep on the sofa bed. The shops - butcher, groceries, coffee shop and newsagent - are 2 mins away so everything is to hand. The living room has views of a lovely leafy park too.","Hammersmith and Fulham"
"London","This third-floor apartment offers the perfect blend of comfort.<br />Our flat features a bright main bedroom with a comfortable double bed and skylights that fill the room with natural light. The chic living room is equipped with a sofa bed, perfect for additional guests. There's also a cozy sleeping area with a twin bed, nestled in a quaint nook with skylights for a peaceful night's sleep.<br />The fully equipped kitchen includes a stove, oven, microwave, refrigerator, and washing machine.","Haringey"
"London","Experience urban luxury in this stunning 1-bedroom loft-style retreat! With an expansive open layout, relax by the fireplace or entertain in stylish living and dining spaces. Need to work? Unleash your creativity in the dedicated workspace or delve into the library.<br /><br />Escape to your private oasis complete with a garden and direct kitchen access. While the bathroom is shared, the rest of the space is yours. Located in Canning Town reach Oxford Circus in 30mn with the Jubilee Line & DLR.<br /><br />Book now!","Newham"
"London","You will absolutely fall in love with our home and here's why:<br /><br />♥ Central Location Close to Tube/Metro ♥<br />♥ Situated Within the Mill Hill Park Conservation Area ♥<br />♥ Close to Acton and Chiswick’s Trendy Bars, Restaurants and Cafes ♥<br />♥ Stylish Living area ♥<br />♥ Quiet, Tranquil Location ♥<br />♥ Patio and garden ♥<br />♥ Superfast WIFI ♥","Ealing"
"London","Welcome to this modern studio retreat, perfect for couples, solo travelers and business trips! Inside, you’ll find a stylish open-plan space with a cozy double bed, smart TV, dining area, and a fully equipped kitchen featuring sleek appliances. The chic bathroom is stocked with essentials. Thoughtful décor in calming greys and purples creates a relaxing vibe. A comfortable, convenient stay close to local amenities awaits—your home away from home!","Barking and Dagenham"
"London","Beautiful two-bedroom apartment overlooking a canal, a park and, Canary Wharf. Located in Zone Two the apartment is close to local tube stations Langdon Park (DLR) and Mile End (Central Line) but due to its location is peaceful, has a scene of calm and doesn’t get a lot of traffic. The apartment is not far from central London and is new and beautifully designed throughout. The apartment overlooks the canal and is close to a park where there is stand-up paddle boarding and a lovely coffee shop.","Tower Hamlets"
"London","One bedroom in a two bedroom garden apartment. A guest is welcome to use the living room, kitchen and garden. I accept single gusts.<br /><br />The area is well connected via busses, Thames-link trains - especially useful for travel to the airports as well as to the city as are the underground trains (the tube).","Brent"
"London","Best Location In London! Open-Plan Layout to create an expansive feel  , dining area and separate kitchen areas . Large Windows, High Ceilings, hardwood floors,well-appointed bedrooms with ample storage and Modern bathrooms, fully equipped kitchen, plenty of counter space and marble countertops, Large dining table to Accommodates multiple guests, Comfortable Sofa bed We prioritize your comfort to ensure a memorable stay,Our property is meticulously cleaned and maintained to the highest standards","Westminster"
"London","Cosy and large single bedroom, large window, blackout curtain, dedicated desk in a large house. Shared bathroom with only 1 other room.","Brent"
"London","A cleanly decorated, light and modern apartment. A stones-throw from the canal in Little Venice. Conveniently located for Warwick Avenue underground and the famous cafes of both Formosa Street & Clifton Road.","Westminster"
"London","Wondeful 1bd flat located in the charming neighborhood with plenty of amazing restaurants and coffee shops all around. Minutes away from the famous London sites: Hyde Park, Notting Hill, Kensington Palace, High St. Kensington etc. Perfectly connected with two tube stations around the corner (Bayswater 30 sec walk, Queensway - 3 min walk). Large, safe and quiet flat with separate kitchen for your culinary enjoyment.","Westminster"
